id;number_of_check_ins
2023_6_29_16;300.7
2023_6_29_17;328.9
2023_6_29_18;220.3
2023_6_29_19;137.5
2023_6_29_20;111.2
2023_6_29_21;102.5
2023_6_29_22;90.4
2023_6_29_23;63.4
2023_6_30_0;22.8
2023_6_30_1;2.6
2023_6_30_2;1.2
2023_6_30_3;1.4
2023_6_30_4;2.5
2023_6_30_5;17.1
2023_6_30_6;72.8
2023_6_30_7;187.4
2023_6_30_8;239.9
2023_6_30_9;178.1
2023_6_30_10;167.1
2023_6_30_11;185.8
2023_6_30_12;216.6
2023_6_30_13;220.8
2023_6_30_14;238.3
2023_6_30_15;255.3
2023_6_30_16;263.9
2023_6_30_17;266.8
2023_6_30_18;209.2
2023_6_30_19;145.6
2023_6_30_20;116.7
2023_6_30_21;106.2
2023_6_30_22;104.4
2023_6_30_23;98
2023_7_1_0;47.2
2023_7_1_1;9.3
2023_7_1_2;3.5
2023_7_1_3;2.7
2023_7_1_4;3.3
2023_7_1_5;5.7
2023_7_1_6;16.1
2023_7_1_7;35.4
2023_7_1_8;65.6
2023_7_1_9;93.2
2023_7_1_10;113
2023_7_1_11;138.6
2023_7_1_12;160.2
2023_7_1_13;178.4
2023_7_1_14;185
2023_7_1_15;180.3
2023_7_1_16;175.5
2023_7_1_17;166.5
2023_7_1_18;140.9
2023_7_1_19;115.1
2023_7_1_20;97
2023_7_1_21;87.8
2023_7_1_22;92
2023_7_1_23;93.1
2023_7_2_0;50.4
2023_7_2_1;9.8
2023_7_2_2;3.7
2023_7_2_3;2.8
2023_7_2_4;3.3
2023_7_2_5;4.9
2023_7_2_6;6.5
2023_7_2_7;18.3
2023_7_2_8;38.5
2023_7_2_9;64.8
2023_7_2_10;86.1
2023_7_2_11;114.6
2023_7_2_12;137
2023_7_2_13;149.2
2023_7_2_14;146.2
2023_7_2_15;138.9
2023_7_2_16;135.7
2023_7_2_17;135.8
2023_7_2_18;121.2
2023_7_2_19;104.2
2023_7_2_20;92.3
2023_7_2_21;76.5
2023_7_2_22;61.7
2023_7_2_23;42.5
2023_7_3_0;15.1
2023_7_3_1;1.7
2023_7_3_2;0.7
2023_7_3_3;0.9
2023_7_3_4;2.1
2023_7_3_5;18.7
2023_7_3_6;91.4
2023_7_3_7;235.9
2023_7_3_8;283.7
2023_7_3_9;169.1
2023_7_3_10;148.2
2023_7_3_11;166.5
2023_7_3_12;195
2023_7_3_13;193.2
2023_7_3_14;213.9
2023_7_3_15;231
2023_7_3_16;271
2023_7_3_17;303.6
2023_7_3_18;185.9
2023_7_3_19;110.5
2023_7_3_20;88.8
2023_7_3_21;75.3
2023_7_3_22;61
2023_7_3_23;36.6
2023_7_4_0;12.3
2023_7_4_1;1.2
2023_7_4_2;0.6
2023_7_4_3;0.8
2023_7_4_4;1.9
2023_7_4_5;19
2023_7_4_6;99
2023_7_4_7;263
2023_7_4_8;324.8
2023_7_4_9;196.6
2023_7_4_10;162
2023_7_4_11;177.1
2023_7_4_12;205.9
2023_7_4_13;203.2
2023_7_4_14;220.2
2023_7_4_15;244.8
2023_7_4_16;297.3
2023_7_4_17;344.3
2023_7_4_18;211.8
2023_7_4_19;121.1
2023_7_4_20;94
2023_7_4_21;86
2023_7_4_22;76.4
2023_7_4_23;51.7
2023_7_5_0;16.8
2023_7_5_1;1.5
2023_7_5_2;0.7
2023_7_5_3;0.9
2023_7_5_4;2.1
2023_7_5_5;18.4
2023_7_5_6;88.9
2023_7_5_7;232
2023_7_5_8;283.2
2023_7_5_9;135.6
2023_7_5_10;96.2
2023_7_5_11;102.4
2023_7_5_12;123.7
2023_7_5_13;128.8
2023_7_5_14;140.9
2023_7_5_15;156
2023_7_5_16;187.8
2023_7_5_17;211.7
2023_7_5_18;141.2
2023_7_5_19;89.2
2023_7_5_20;70.4
2023_7_5_21;63.2
2023_7_5_22;55.1
2023_7_5_23;37.5
2023_7_6_0;13.1
2023_7_6_1;1.4
2023_7_6_2;0.6
2023_7_6_3;0.9
2023_7_6_4;2.1
2023_7_6_5;17.9
2023_7_6_6;91.4
2023_7_6_7;244.5
2023_7_6_8;308.9
2023_7_6_9;199.7
2023_7_6_10;170.9
2023_7_6_11;185.2
2023_7_6_12;211
2023_7_6_13;209.4
2023_7_6_14;223.5
2023_7_6_15;248.2
2023_7_6_16;286.4
2023_7_6_17;322.5
2023_7_6_18;219.5
2023_7_6_19;137.4
2023_7_6_20;113.8
2023_7_6_21;108
2023_7_6_22;94.6
2023_7_6_23;69.7
2023_7_7_0;26.5
2023_7_7_1;3.1
2023_7_7_2;1.3
2023_7_7_3;1.4
2023_7_7_4;2.9
2023_7_7_5;17.1
2023_7_7_6;69.4
2023_7_7_7;162.3
2023_7_7_8;208.5
2023_7_7_9;164.5
2023_7_7_10;155.3
2023_7_7_11;172.9
2023_7_7_12;202.2
2023_7_7_13;207.2
2023_7_7_14;224.2
2023_7_7_15;241.9
2023_7_7_16;255.7
2023_7_7_17;262
2023_7_7_18;210.7
2023_7_7_19;147.2
2023_7_7_20;115.6
2023_7_7_21;103.1
2023_7_7_22;102.2
2023_7_7_23;101.5
2023_7_8_0;54.6
2023_7_8_1;10.5
2023_7_8_2;3.8
2023_7_8_3;2.8
2023_7_8_4;3.1
2023_7_8_5;5.3
2023_7_8_6;15.5
2023_7_8_7;35.8
2023_7_8_8;66.1
2023_7_8_9;96.8
2023_7_8_10;119.3
2023_7_8_11;146
2023_7_8_12;162.7
2023_7_8_13;176.5
2023_7_8_14;178.7
2023_7_8_15;169.8
2023_7_8_16;160
2023_7_8_17;156.4
2023_7_8_18;136.9
2023_7_8_19;113.3
2023_7_8_20;99.2
2023_7_8_21;92.9
2023_7_8_22;97.4
2023_7_8_23;100.1
2023_7_9_0;53.4
2023_7_9_1;11.5
2023_7_9_2;3.9
2023_7_9_3;2.5
2023_7_9_4;3.1
2023_7_9_5;4.4
2023_7_9_6;5.8
2023_7_9_7;16.4
2023_7_9_8;34.2
2023_7_9_9;58
2023_7_9_10;79.9
2023_7_9_11;104.5
2023_7_9_12;119.6
2023_7_9_13;132.1
2023_7_9_14;136.6
2023_7_9_15;126.8
2023_7_9_16;121.1
2023_7_9_17;101
2023_7_9_18;86.9
2023_7_9_19;77.7
2023_7_9_20;73.1
2023_7_9_21;64.7
2023_7_9_22;56
2023_7_9_23;45
2023_7_10_0;15.8
2023_7_10_1;1.4
2023_7_10_2;0.7
2023_7_10_3;0.8
2023_7_10_4;2
2023_7_10_5;17.9
2023_7_10_6;84.4
2023_7_10_7;202.1
2023_7_10_8;238.5
2023_7_10_9;148.9
2023_7_10_10;129.9
2023_7_10_11;146
2023_7_10_12;169.2
2023_7_10_13;170.3
2023_7_10_14;179.8
2023_7_10_15;201.9
2023_7_10_16;242.2
2023_7_10_17;281.5
2023_7_10_18;175.4
2023_7_10_19;104.2
2023_7_10_20;81.8
2023_7_10_21;74.3
2023_7_10_22;62.8
2023_7_10_23;41.6
2023_7_11_0;14
2023_7_11_1;1.5
2023_7_11_2;0.6
2023_7_11_3;0.8
2023_7_11_4;1.9
2023_7_11_5;18.3
2023_7_11_6;90.9
2023_7_11_7;224.5
2023_7_11_8;267.3
2023_7_11_9;167.7
2023_7_11_10;138.6
2023_7_11_11;151.7
2023_7_11_12;173.3
2023_7_11_13;175.2
2023_7_11_14;185.3
2023_7_11_15;210.7
2023_7_11_16;263.3
2023_7_11_17;311.3
2023_7_11_18;195.7
2023_7_11_19;114.4
2023_7_11_20;89.1
2023_7_11_21;82.4
2023_7_11_22;69.3
2023_7_11_23;50.2
2023_7_12_0;16.3
2023_7_12_1;1.9
2023_7_12_2;0.8
2023_7_12_3;1
2023_7_12_4;2.2
2023_7_12_5;17.1
2023_7_12_6;78.1
2023_7_12_7;182.6
2023_7_12_8;226.9
2023_7_12_9;156.4
2023_7_12_10;137.7
2023_7_12_11;152.2
2023_7_12_12;177.8
2023_7_12_13;176.7
2023_7_12_14;183.6
2023_7_12_15;201.4
2023_7_12_16;240.5
2023_7_12_17;273
2023_7_12_18;183.2
2023_7_12_19;112.3
2023_7_12_20;90.8
2023_7_12_21;84.1
2023_7_12_22;74
2023_7_12_23;49
2023_7_13_0;16.9
2023_7_13_1;1.6
2023_7_13_2;0.7
2023_7_13_3;1
2023_7_13_4;2.1
2023_7_13_5;17.9
2023_7_13_6;85.8
2023_7_13_7;209.3
2023_7_13_8;259.2
2023_7_13_9;165.4
2023_7_13_10;138.5
2023_7_13_11;150.6
2023_7_13_12;174.2
2023_7_13_13;176.5
2023_7_13_14;186.5
2023_7_13_15;211.4
2023_7_13_16;258.6
2023_7_13_17;297.5
2023_7_13_18;196.2
2023_7_13_19;124.1
2023_7_13_20;101.8
2023_7_13_21;97.4
2023_7_13_22;84.6
2023_7_13_23;61.3
2023_7_14_0;21.6
2023_7_14_1;2.6
2023_7_14_2;1.3
2023_7_14_3;1.4
2023_7_14_4;2.7
2023_7_14_5;16.6
2023_7_14_6;64.1
2023_7_14_7;135.4
2023_7_14_8;172.9
2023_7_14_9;141.2
2023_7_14_10;134.2
2023_7_14_11;150.6
2023_7_14_12;175.2
2023_7_14_13;179.2
2023_7_14_14;187.9
2023_7_14_15;205.4
2023_7_14_16;223.6
2023_7_14_17;235.6
2023_7_14_18;187.9
2023_7_14_19;129
2023_7_14_20;103.4
2023_7_14_21;91.8
2023_7_14_22;87.8
2023_7_14_23;76.6
2023_7_15_0;37
2023_7_15_1;8.1
2023_7_15_2;3.3
2023_7_15_3;2.6
2023_7_15_4;3.1
2023_7_15_5;5.4
2023_7_15_6;15.4
2023_7_15_7;33.6
2023_7_15_8;60.7
2023_7_15_9;87.8
2023_7_15_10;110.4
2023_7_15_11;134.9
2023_7_15_12;154.6
2023_7_15_13;169.5
2023_7_15_14;174.7
2023_7_15_15;172.9
2023_7_15_16;172.7
2023_7_15_17;159.6
2023_7_15_18;133.2
2023_7_15_19;108.8
2023_7_15_20;94.2
2023_7_15_21;85.5
2023_7_15_22;87.7
2023_7_15_23;101.1
2023_7_16_0;50.8
2023_7_16_1;16.5
2023_7_16_2;5.5
2023_7_16_3;2.9
2023_7_16_4;3.3
2023_7_16_5;4.6
2023_7_16_6;6.2
2023_7_16_7;17
2023_7_16_8;33.3
2023_7_16_9;58.7
2023_7_16_10;81.2
2023_7_16_11;107.1
2023_7_16_12;125.3
2023_7_16_13;136.5
2023_7_16_14;139.2
2023_7_16_15;136.8
2023_7_16_16;135.5
2023_7_16_17;130.4
2023_7_16_18;113.7
2023_7_16_19;96.1
2023_7_16_20;86.9
2023_7_16_21;74
2023_7_16_22;63
2023_7_16_23;59.8
2023_7_17_0;20.5
2023_7_17_1;5.7
2023_7_17_2;1.5
2023_7_17_3;0.8
2023_7_17_4;2
2023_7_17_5;17.3
2023_7_17_6;77.6
2023_7_17_7;169.3
2023_7_17_8;198.4
2023_7_17_9;123.3
2023_7_17_10;108.5
2023_7_17_11;121.8
2023_7_17_12;141.4
2023_7_17_13;143.4
2023_7_17_14;152.7
2023_7_17_15;169.6
2023_7_17_16;212.1
2023_7_17_17;249.9
2023_7_17_18;153.5
2023_7_17_19;91.2
2023_7_17_20;72.5
2023_7_17_21;62.3
2023_7_17_22;53.4
2023_7_17_23;37.9
2023_7_18_0;16.5
2023_7_18_1;5.4
2023_7_18_2;1.6
2023_7_18_3;1.8
2023_7_18_4;3.1
2023_7_18_5;18.6
2023_7_18_6;84
2023_7_18_7;190.1
2023_7_18_8;225.8
2023_7_18_9;145
2023_7_18_10;119.7
2023_7_18_11;128.4
2023_7_18_12;147
2023_7_18_13;151
2023_7_18_14;162.1
2023_7_18_15;186
2023_7_18_16;234.8
2023_7_18_17;275.5
2023_7_18_18;181.3
2023_7_18_19;107
2023_7_18_20;79
2023_7_18_21;68.6
2023_7_18_22;62.3
2023_7_18_23;59.4
2023_7_19_0;22.1
2023_7_19_1;6
2023_7_19_2;1.7
2023_7_19_3;1.8
2023_7_19_4;3.1
2023_7_19_5;17.7
2023_7_19_6;72.8
2023_7_19_7;151
2023_7_19_8;185.1
2023_7_19_9;134.2
2023_7_19_10;118.9
2023_7_19_11;129.8
2023_7_19_12;149.1
2023_7_19_13;151.3
2023_7_19_14;158.9
2023_7_19_15;176.8
2023_7_19_16;213
2023_7_19_17;244.1
2023_7_19_18;168.6
2023_7_19_19;106.7
2023_7_19_20;80.9
2023_7_19_21;72.6
2023_7_19_22;68.9
2023_7_19_23;61.6
2023_7_20_0;22.6
2023_7_20_1;6.5
2023_7_20_2;1.7
2023_7_20_3;1.8
2023_7_20_4;3.1
2023_7_20_5;18.2
2023_7_20_6;78.8
2023_7_20_7;173.3
2023_7_20_8;210.3
2023_7_20_9;141.1
2023_7_20_10;121.9
2023_7_20_11;131.9
2023_7_20_12;149.7
2023_7_20_13;153.5
2023_7_20_14;163.8
2023_7_20_15;187.1
2023_7_20_16;227.6
2023_7_20_17;263.7
2023_7_20_18;180.5
2023_7_20_19;115.9
2023_7_20_20;94.2
2023_7_20_21;84.4
2023_7_20_22;73.2
2023_7_20_23;58
2023_7_21_0;26.4
2023_7_21_1;7.9
2023_7_21_2;2.3
2023_7_21_3;2.1
2023_7_21_4;3.4
2023_7_21_5;16.8
2023_7_21_6;60.3
2023_7_21_7;112.1
2023_7_21_8;141.8
2023_7_21_9;123.6
2023_7_21_10;119.7
2023_7_21_11;135.4
2023_7_21_12;154
2023_7_21_13;161.4
2023_7_21_14;164.1
2023_7_21_15;180.8
2023_7_21_16;196.4
2023_7_21_17;211.1
2023_7_21_18;171.2
2023_7_21_19;124.9
2023_7_21_20;100.5
2023_7_21_21;88.7
2023_7_21_22;80.8
2023_7_21_23;75.4
2023_7_22_0;40.8
2023_7_22_1;12
2023_7_22_2;5.9
2023_7_22_3;2.5
2023_7_22_4;3
2023_7_22_5;5.5
2023_7_22_6;15.4
2023_7_22_7;32.2
2023_7_22_8;58.5
2023_7_22_9;87.8
2023_7_22_10;108.9
2023_7_22_11;133.3
2023_7_22_12;149.4
2023_7_22_13;162.2
2023_7_22_14;165.1
2023_7_22_15;163
2023_7_22_16;155.6
2023_7_22_17;148
2023_7_22_18;123.7
2023_7_22_19;104.1
2023_7_22_20;94
2023_7_22_21;86.3
2023_7_22_22;82.7
2023_7_22_23;74
2023_7_23_0;34.5
2023_7_23_1;8.2
2023_7_23_2;3.4
2023_7_23_3;2.8
2023_7_23_4;3.2
2023_7_23_5;4.6
2023_7_23_6;6.1
2023_7_23_7;16.7
2023_7_23_8;32.9
2023_7_23_9;52.3
2023_7_23_10;69.5
2023_7_23_11;94.1
2023_7_23_12;111.2
2023_7_23_13;120.6
2023_7_23_14;123.5
2023_7_23_15;118.7
2023_7_23_16;113.7
2023_7_23_17;114.4
2023_7_23_18;97.8
2023_7_23_19;84.6
2023_7_23_20;77.6
2023_7_23_21;67.3
2023_7_23_22;57.7
2023_7_23_23;39.5
2023_7_24_0;13.2
2023_7_24_1;1.5
2023_7_24_2;0.7
2023_7_24_3;0.9
2023_7_24_4;2
2023_7_24_5;15.9
2023_7_24_6;70.9
2023_7_24_7;147.4
2023_7_24_8;167.5
2023_7_24_9;108.1
2023_7_24_10;96.9
2023_7_24_11;111.5
2023_7_24_12;128.2
2023_7_24_13;134
2023_7_24_14;141.2
2023_7_24_15;160.7
2023_7_24_16;197.4
2023_7_24_17;230.3
2023_7_24_18;139.8
2023_7_24_19;84.9
2023_7_24_20;65.3
2023_7_24_21;58
2023_7_24_22;49
2023_7_24_23;35.5
2023_7_25_0;12.3
2023_7_25_1;1.5
2023_7_25_2;0.8
2023_7_25_3;0.9
2023_7_25_4;1.9
2023_7_25_5;16.7
2023_7_25_6;76.4
2023_7_25_7;167.4
2023_7_25_8;196.9
2023_7_25_9;130.5
2023_7_25_10;113.6
2023_7_25_11;123.4
2023_7_25_12;140
2023_7_25_13;143.1
2023_7_25_14;151.8
2023_7_25_15;174.3
2023_7_25_16;218.7
2023_7_25_17;258.8
2023_7_25_18;163.1
2023_7_25_19;98.2
2023_7_25_20;75.5
2023_7_25_21;65.7
2023_7_25_22;58.7
2023_7_25_23;40.2
2023_7_26_0;13.4
2023_7_26_1;1.2
2023_7_26_2;0.6
2023_7_26_3;0.8
2023_7_26_4;2.1
2023_7_26_5;15.4
2023_7_26_6;67.6
2023_7_26_7;140.5
2023_7_26_8;166.7
2023_7_26_9;123.7
2023_7_26_10;111.8
2023_7_26_11;123
2023_7_26_12;138.9
2023_7_26_13;143.6
2023_7_26_14;150.7
2023_7_26_15;168.2
2023_7_26_16;198.5
2023_7_26_17;229.9
2023_7_26_18;158.1
2023_7_26_19;98.3
2023_7_26_20;78.7
2023_7_26_21;70.8
2023_7_26_22;63.7
2023_7_26_23;44
2023_7_27_0;14.8
2023_7_27_1;1.6
2023_7_27_2;0.7
2023_7_27_3;0.9
2023_7_27_4;2.1
2023_7_27_5;16
2023_7_27_6;74.6
2023_7_27_7;165.5
2023_7_27_8;203.1
2023_7_27_9;132.8
2023_7_27_10;108
2023_7_27_11;117.7
2023_7_27_12;135
2023_7_27_13;139
2023_7_27_14;148.5
2023_7_27_15;172.6
2023_7_27_16;215.1
2023_7_27_17;257.3
2023_7_27_18;171.4
2023_7_27_19;99.7
2023_7_27_20;79.9
2023_7_27_21;79.4
2023_7_27_22;65.9
2023_7_27_23;49.4
2023_7_28_0;17.5
2023_7_28_1;2.1
2023_7_28_2;1
2023_7_28_3;1.1
2023_7_28_4;2.2
2023_7_28_5;14.7
2023_7_28_6;55.5
2023_7_28_7;102.9
2023_7_28_8;128
2023_7_28_9;110.7
2023_7_28_10;107.9
2023_7_28_11;121.7
2023_7_28_12;139.4
2023_7_28_13;149.2
2023_7_28_14;155.9
2023_7_28_15;171.6
2023_7_28_16;186.1
2023_7_28_17;201.1
2023_7_28_18;161
2023_7_28_19;115.7
2023_7_28_20;92.4
2023_7_28_21;82
2023_7_28_22;80
2023_7_28_23;72.6
2023_7_29_0;35
2023_7_29_1;7.4
2023_7_29_2;2.9
2023_7_29_3;2.4
2023_7_29_4;2.9
2023_7_29_5;5.2
2023_7_29_6;15
2023_7_29_7;30.9
2023_7_29_8;55.6
2023_7_29_9;82.1
2023_7_29_10;104.7
2023_7_29_11;132.3
2023_7_29_12;150.7
2023_7_29_13;169.2
2023_7_29_14;170.4
2023_7_29_15;167.1
2023_7_29_16;160
2023_7_29_17;149.5
2023_7_29_18;127.6
2023_7_29_19;107.3
2023_7_29_20;96
2023_7_29_21;92.5
2023_7_29_22;92.4
2023_7_29_23;86.9
2023_7_30_0;43.4
2023_7_30_1;9.3
2023_7_30_2;3.2
2023_7_30_3;2.8
2023_7_30_4;3.3
2023_7_30_5;4.7
2023_7_30_6;6.3
2023_7_30_7;16.6
2023_7_30_8;30.4
2023_7_30_9;51.9
2023_7_30_10;70.8
2023_7_30_11;96.3
2023_7_30_12;116.2
2023_7_30_13;130.4
2023_7_30_14;133.5
2023_7_30_15;124.4
2023_7_30_16;120.1
2023_7_30_17;120.8
2023_7_30_18;108.7
2023_7_30_19;89.9
2023_7_30_20;80.6
2023_7_30_21;70.5
2023_7_30_22;59.8
2023_7_30_23;41.3
2023_7_31_0;14
2023_7_31_1;1.3
2023_7_31_2;0.7
2023_7_31_3;0.8
2023_7_31_4;1.9
2023_7_31_5;15.7
2023_7_31_6;69.3
2023_7_31_7;147.2
2023_7_31_8;174.4
2023_7_31_9;109.3
2023_7_31_10;93
2023_7_31_11;104.6
2023_7_31_12;119.2
2023_7_31_13;124.6
2023_7_31_14;133.5
2023_7_31_15;151.8
2023_7_31_16;190.8
2023_7_31_17;227.9
2023_7_31_18;141.3
2023_7_31_19;80.1
2023_7_31_20;62.1
2023_7_31_21;54.6
2023_7_31_22;46.7
2023_7_31_23;32.8
2023_8_1_0;11.4
2023_8_1_1;1.1
2023_8_1_2;0.6
2023_8_1_3;0.7
2023_8_1_4;1.9
2023_8_1_5;16
2023_8_1_6;75.5
2023_8_1_7;167.6
2023_8_1_8;194.9
2023_8_1_9;122.4
2023_8_1_10;103.6
2023_8_1_11;115.3
2023_8_1_12;132
2023_8_1_13;137.5
2023_8_1_14;145
2023_8_1_15;168.4
2023_8_1_16;212.8
2023_8_1_17;257.3
2023_8_1_18;158.1
2023_8_1_19;87.7
2023_8_1_20;68.2
2023_8_1_21;61.4
2023_8_1_22;53.9
2023_8_1_23;37.7
2023_8_2_0;12.9
2023_8_2_1;1.3
2023_8_2_2;0.5
2023_8_2_3;0.7
2023_8_2_4;1.9
2023_8_2_5;15.2
2023_8_2_6;65.9
2023_8_2_7;141.8
2023_8_2_8;178.5
2023_8_2_9;123
2023_8_2_10;104.8
2023_8_2_11;114.3
2023_8_2_12;130.1
2023_8_2_13;136.4
2023_8_2_14;144.5
2023_8_2_15;162.8
2023_8_2_16;197.3
2023_8_2_17;236.2
2023_8_2_18;157.6
2023_8_2_19;97.1
2023_8_2_20;74.8
2023_8_2_21;66.9
2023_8_2_22;57.9
2023_8_2_23;39.7
2023_8_3_0;14
2023_8_3_1;1.3
2023_8_3_2;0.7
2023_8_3_3;0.8
2023_8_3_4;2
2023_8_3_5;15.8
2023_8_3_6;70.9
2023_8_3_7;159.5
2023_8_3_8;194.4
2023_8_3_9;124.7
2023_8_3_10;105.6
2023_8_3_11;116.8
2023_8_3_12;132.9
2023_8_3_13;137.6
2023_8_3_14;146.2
2023_8_3_15;167
2023_8_3_16;209.2
2023_8_3_17;253.3
2023_8_3_18;162.1
2023_8_3_19;98.1
2023_8_3_20;78.8
2023_8_3_21;74.2
2023_8_3_22;64.8
2023_8_3_23;47.9
2023_8_4_0;17.8
2023_8_4_1;3
2023_8_4_2;1.5
2023_8_4_3;1.4
2023_8_4_4;2.2
2023_8_4_5;14.2
2023_8_4_6;53.8
2023_8_4_7;102.6
2023_8_4_8;126.9
2023_8_4_9;109.6
2023_8_4_10;108.6
2023_8_4_11;121.3
2023_8_4_12;138.6
2023_8_4_13;149.2
2023_8_4_14;156.1
2023_8_4_15;171
2023_8_4_16;187.3
2023_8_4_17;202.9
2023_8_4_18;163.2
2023_8_4_19;112.7
2023_8_4_20;89.4
2023_8_4_21;79
2023_8_4_22;83.5
2023_8_4_23;70.8
2023_8_5_0;35.9
2023_8_5_1;7.3
2023_8_5_2;3
2023_8_5_3;2.5
2023_8_5_4;3
2023_8_5_5;5.4
2023_8_5_6;14.5
2023_8_5_7;31.1
2023_8_5_8;55.5
2023_8_5_9;85.6
2023_8_5_10;112.8
2023_8_5_11;144.3
2023_8_5_12;162.9
2023_8_5_13;172.2
2023_8_5_14;172.2
2023_8_5_15;158.7
2023_8_5_16;150.4
2023_8_5_17;142.7
2023_8_5_18;122
2023_8_5_19;104.6
2023_8_5_20;95.2
2023_8_5_21;87.3
2023_8_5_22;88.8
2023_8_5_23;80
2023_8_6_0;42.6
2023_8_6_1;9.8
2023_8_6_2;4.6
2023_8_6_3;3.7
2023_8_6_4;3.5
2023_8_6_5;5.2
2023_8_6_6;6.5
2023_8_6_7;17.3
2023_8_6_8;30.7
2023_8_6_9;50.6
2023_8_6_10;69
2023_8_6_11;90.5
2023_8_6_12;108
2023_8_6_13;119.5
2023_8_6_14;121.4
2023_8_6_15;120.5
2023_8_6_16;119.6
2023_8_6_17;112.6
2023_8_6_18;96.5
2023_8_6_19;80.2
2023_8_6_20;73.5
2023_8_6_21;64.5
2023_8_6_22;54.4
2023_8_6_23;37.2
2023_8_7_0;13.1
2023_8_7_1;1.1
2023_8_7_2;0.5
2023_8_7_3;0.8
2023_8_7_4;1.9
2023_8_7_5;15.6
2023_8_7_6;68.3
2023_8_7_7;143.8
2023_8_7_8;163.3
2023_8_7_9;103.1
2023_8_7_10;92.1
2023_8_7_11;105.1
2023_8_7_12;119.7
2023_8_7_13;126.7
2023_8_7_14;134.7
2023_8_7_15;153.6
2023_8_7_16;187.5
2023_8_7_17;225.6
2023_8_7_18;138.5
2023_8_7_19;81.3
2023_8_7_20;64.3
2023_8_7_21;56.8
2023_8_7_22;47.7
2023_8_7_23;32.3
2023_8_8_0;11.6
2023_8_8_1;1.2
2023_8_8_2;0.6
2023_8_8_3;0.7
2023_8_8_4;1.7
2023_8_8_5;15.8
2023_8_8_6;72.7
2023_8_8_7;163.6
2023_8_8_8;189.9
2023_8_8_9;123.2
2023_8_8_10;106.2
2023_8_8_11;116.1
2023_8_8_12;132.5
2023_8_8_13;135.7
2023_8_8_14;143.6
2023_8_8_15;167.1
2023_8_8_16;212.3
2023_8_8_17;255.5
2023_8_8_18;157.2
2023_8_8_19;90.2
2023_8_8_20;69.1
2023_8_8_21;61.6
2023_8_8_22;55.9
2023_8_8_23;35
2023_8_9_0;11.6
2023_8_9_1;1.3
2023_8_9_2;0.6
2023_8_9_3;0.8
2023_8_9_4;1.9
2023_8_9_5;14.6
2023_8_9_6;62.8
2023_8_9_7;131.4
2023_8_9_8;157.8
2023_8_9_9;119.7
2023_8_9_10;109.4
2023_8_9_11;118.7
2023_8_9_12;132.1
2023_8_9_13;137.1
2023_8_9_14;144.4
2023_8_9_15;163.5
2023_8_9_16;193.2
2023_8_9_17;222.2
2023_8_9_18;149.4
2023_8_9_19;91.7
2023_8_9_20;73.6
2023_8_9_21;68
2023_8_9_22;58
2023_8_9_23;38.7
2023_8_10_0;12.9
2023_8_10_1;1.2
2023_8_10_2;0.5
2023_8_10_3;0.8
2023_8_10_4;1.9
2023_8_10_5;15.2
2023_8_10_6;67.8
2023_8_10_7;151.9
2023_8_10_8;182.4
2023_8_10_9;127.2
2023_8_10_10;110.7
2023_8_10_11;117.7
2023_8_10_12;131.5
2023_8_10_13;136.9
2023_8_10_14;145.8
2023_8_10_15;165.6
2023_8_10_16;205
2023_8_10_17;242.1
2023_8_10_18;160.9
2023_8_10_19;100.3
2023_8_10_20;82.5
2023_8_10_21;78.7
2023_8_10_22;67.9
2023_8_10_23;46.8
2023_8_11_0;16.7
2023_8_11_1;2.1
2023_8_11_2;1.1
2023_8_11_3;1.2
2023_8_11_4;2.3
2023_8_11_5;14
2023_8_11_6;52.6
2023_8_11_7;98.7
2023_8_11_8;122.6
2023_8_11_9;109.6
2023_8_11_10;108.7
2023_8_11_11;120.2
2023_8_11_12;135.9
2023_8_11_13;144.3
2023_8_11_14;151.6
2023_8_11_15;166
2023_8_11_16;181
2023_8_11_17;194.1
2023_8_11_18;156.2
2023_8_11_19;107.8
2023_8_11_20;87.8
2023_8_11_21;78.4
2023_8_11_22;72.8
2023_8_11_23;61.4
2023_8_12_0;29.9
2023_8_12_1;6.1
2023_8_12_2;2.5
2023_8_12_3;1.9
2023_8_12_4;2.5
2023_8_12_5;4.8
2023_8_12_6;14.1
2023_8_12_7;30.7
2023_8_12_8;54.6
2023_8_12_9;78.3
2023_8_12_10;93.2
2023_8_12_11;120.2
2023_8_12_12;140.6
2023_8_12_13;156.6
2023_8_12_14;160
2023_8_12_15;154.2
2023_8_12_16;149.5
2023_8_12_17;145.5
2023_8_12_18;131.1
2023_8_12_19;103.3
2023_8_12_20;89.8
2023_8_12_21;81.8
2023_8_12_22;90.2
2023_8_12_23;77.9
2023_8_13_0;38.4
2023_8_13_1;7.7
2023_8_13_2;3.2
2023_8_13_3;2.4
2023_8_13_4;2.7
2023_8_13_5;4.2
2023_8_13_6;5.9
2023_8_13_7;16.2
2023_8_13_8;32.1
2023_8_13_9;56.3
2023_8_13_10;76.4
2023_8_13_11;98.9
2023_8_13_12;116.9
2023_8_13_13;128.3
2023_8_13_14;126.5
2023_8_13_15;123.6
2023_8_13_16;122.7
2023_8_13_17;115.3
2023_8_13_18;99.2
2023_8_13_19;86.2
2023_8_13_20;77.5
2023_8_13_21;67.6
2023_8_13_22;56
2023_8_13_23;40.3
2023_8_14_0;14.8
2023_8_14_1;1.5
2023_8_14_2;0.7
2023_8_14_3;0.7
